fecha,ticker,precio_cierre,volumen
2023-12-25,TCH,418.75,628565
2023-12-26,TCH,407.01,191329
2023-12-27,TCH,415.14,751025
2023-12-28,TCH,417.15,366208
2023-12-29,TCH,409.43,486729
2024-01-01,TCH,408.95,650511
2024-01-02,TCH,422.56,794648
2024-01-03,TCH,418.31,522340
2024-01-04,TCH,418.62,449629
2024-01-05,TCH,423.62,380784
2024-01-08,TCH,419.04,444580
2024-01-09,TCH,439.12,924745
2024-01-10,TCH,438.21,247266
2024-01-11,TCH,447.82,412965
2024-01-12,TCH,454.38,595739
2024-01-15,TCH,461.25,1052815
2024-01-16,TCH,467.2,950089
2024-01-17,TCH,454.42,507381
2024-01-18,TCH,443.62,610236
2024-01-19,TCH,456.58,662761
2024-01-22,TCH,449.06,398359
2024-01-23,TCH,464.58,632945
2024-01-24,TCH,453.42,369071
2024-01-25,TCH,450.59,268601
2024-01-26,TCH,452.34,588991
2024-01-29,TCH,449.68,450140
2024-01-30,TCH,456.31,655298
2024-01-31,TCH,473.09,517893
2024-02-01,TCH,467.16,330990
2024-02-02,TCH,459.35,777761
2024-02-05,TCH,463.1,600491
2024-02-06,TCH,467.41,623073
2024-02-07,TCH,459.46,292221
2024-02-08,TCH,474.14,347485
2024-02-09,TCH,467.63,372778
2024-02-12,TCH,474.09,453227
2024-02-13,TCH,474.73,1052239
2024-02-14,TCH,484.08,265837
2024-02-15,TCH,475.8,467227
2024-02-16,TCH,481.43,307763
2024-02-19,TCH,464.68,317863
2024-02-20,TCH,463.95,397115
2024-02-21,TCH,458.97,545480
2024-02-22,TCH,462.83,169296
2024-02-23,TCH,478.92,248378
2024-02-26,TCH,472.33,362549
2024-02-27,TCH,474.97,408434
2024-02-28,TCH,471.11,307328
2024-02-29,TCH,483.52,386154
2024-03-01,TCH,487.26,380818
2024-03-04,TCH,484.18,558073
2024-03-05,TCH,491.49,497872
2024-03-06,TCH,482.47,432981
2024-03-07,TCH,485.08,717220
2024-03-08,TCH,483.63,627229
2024-03-11,TCH,490.05,400633
2024-03-12,TCH,473.57,262912
2024-03-13,TCH,467.34,410777
2024-03-14,TCH,465.26,249340
2024-03-15,TCH,452.72,561455
2024-03-18,TCH,438.7,964422
2024-03-19,TCH,448.1,521535
2024-03-20,TCH,447.03,639684
2024-03-21,TCH,458.49,304197
2024-03-22,TCH,458.6,477582
2024-03-25,TCH,468.76,414908
2024-03-26,TCH,459.69,313433
2024-03-27,TCH,465.61,416948
2024-03-28,TCH,454.03,281095
2024-03-29,TCH,457.77,628718
2024-04-01,TCH,477.16,366986
2024-04-02,TCH,474.54,314920
2024-04-03,TCH,477.55,479360
2024-04-04,TCH,475.57,589250
2024-04-05,TCH,479.11,664548
2024-04-08,TCH,478.87,335319
2024-04-09,TCH,500.22,444173
2024-04-10,TCH,503.88,677539
2024-04-11,TCH,496.3,292450
2024-04-12,TCH,491.09,457334
2024-04-15,TCH,503.78,456534
2024-04-16,TCH,501.42,298641
2024-04-17,TCH,513.24,695201
2024-04-18,TCH,522.63,393135
2024-04-19,TCH,519.66,745846
2024-04-22,TCH,514.39,290337
2024-04-23,TCH,519.65,166659
2024-04-24,TCH,510.11,354627
2024-04-25,TCH,521.44,524127
2024-04-26,TCH,516.07,362467
2024-04-29,TCH,515.06,461029
2024-04-30,TCH,518.73,437836
2024-05-01,TCH,522.9,309579
2024-05-02,TCH,514.1,1356288
2024-05-03,TCH,496.48,423978
2024-05-06,TCH,491.36,342013
2024-05-07,TCH,494.4,1285386
2024-05-08,TCH,503.4,306871
2024-05-09,TCH,490.92,466374
2024-05-10,TCH,490.61,354163
2024-05-13,TCH,476.39,274135
2024-05-14,TCH,456.61,649842
2024-05-15,TCH,475.31,451775
2024-05-16,TCH,471.33,270395
2024-05-17,TCH,473.01,996049
2024-05-20,TCH,479.94,454077
2024-05-21,TCH,495.92,759979
2024-05-22,TCH,494.27,783887
2024-05-23,TCH,488.15,242158
2024-05-24,TCH,483.16,607890
2024-05-27,TCH,481.22,690602
2024-05-28,TCH,481.4,479124
2024-05-29,TCH,481.7,688910
2024-05-30,TCH,476.67,375140
2024-05-31,TCH,467.58,860962
2024-06-03,TCH,481.98,370991
2024-06-04,TCH,481.93,856484
2024-06-05,TCH,474.56,548327
2024-06-06,TCH,458.5,535004
2024-06-07,TCH,460.46,270500
2024-06-10,TCH,458.57,829839
2024-06-11,TCH,451.53,315787
2024-06-12,TCH,458.11,911631
2024-06-13,TCH,448.36,527705
2024-06-14,TCH,449.38,543735
2024-06-17,TCH,453.62,371103
2024-06-18,TCH,445.08,389048
2024-06-19,TCH,446.22,232162
2024-06-20,TCH,444.28,635822
2024-06-21,TCH,449.19,531463
2024-06-24,TCH,455.42,872584
2024-06-25,TCH,435.75,408828
2024-06-26,TCH,439.45,1042960
2024-06-27,TCH,443.2,302932
2024-06-28,TCH,457.84,514913
2024-07-01,TCH,463.93,605398
2024-07-02,TCH,465.78,562630
2024-07-03,TCH,462.71,392577
2024-07-04,TCH,453.42,265085
2024-07-05,TCH,456.89,463340
2024-07-08,TCH,452.14,368772
2024-07-09,TCH,446.61,980310
2024-07-10,TCH,445.51,569683
2024-07-11,TCH,448.69,482671
2024-07-12,TCH,457.35,820442
2024-07-15,TCH,459.39,623513
2024-07-16,TCH,461.9,213632
2024-07-17,TCH,459.05,684772
2024-07-18,TCH,455.52,551259
2024-07-19,TCH,453.61,540526
2024-07-22,TCH,455.49,455374
2024-07-23,TCH,445.97,372591
2024-07-24,TCH,438.46,300106
2024-07-25,TCH,446.43,634684
2024-07-26,TCH,447.23,376274
2024-07-29,TCH,425.76,347024
2024-07-30,TCH,429.78,1557891
2024-07-31,TCH,430.44,377026
2024-08-01,TCH,432.18,351772
2024-08-02,TCH,432.26,582331
2024-08-05,TCH,445.84,399655
2024-08-06,TCH,445.89,818116
2024-08-07,TCH,427.84,559218
2024-08-08,TCH,439.1,480480
2024-08-09,TCH,447.59,617611
2024-08-12,TCH,442.47,532139
2024-08-13,TCH,438.55,331626
2024-08-14,TCH,446.39,520633
2024-08-15,TCH,468.86,280034
2024-08-16,TCH,473.74,273292
2024-08-19,TCH,467.92,351410
2024-08-20,TCH,473.71,407213
2024-08-21,TCH,468.0,466515
2024-08-22,TCH,461.75,147285
2024-08-23,TCH,460.53,375557
2024-08-26,TCH,467.45,240956
2024-08-27,TCH,476.39,564757
2024-08-28,TCH,465.16,370525
2024-08-29,TCH,460.03,405930
2024-08-30,TCH,446.62,290368
2024-09-02,TCH,455.54,562188
2024-09-03,TCH,458.88,248923
2024-09-04,TCH,462.31,391022
2024-09-05,TCH,462.64,357892
2024-09-06,TCH,465.09,880595
2024-09-09,TCH,467.76,206313
2024-09-10,TCH,470.93,828580
2024-09-11,TCH,464.15,389206
2024-09-12,TCH,471.9,404215
2024-09-13,TCH,482.69,725408
2024-09-16,TCH,485.14,637835
2024-09-17,TCH,483.46,480992
2024-09-18,TCH,500.6,557607
2024-09-19,TCH,507.6,219153
2024-09-20,TCH,493.32,284287
2024-09-23,TCH,499.49,550112
2024-09-24,TCH,510.18,292901
2024-09-25,TCH,508.96,452138
2024-09-26,TCH,497.58,381287
2024-09-27,TCH,509.13,262039
2024-09-30,TCH,512.25,680529
2024-10-01,TCH,524.1,596530
2024-10-02,TCH,526.56,419930
2024-10-03,TCH,511.08,862147
2024-10-04,TCH,518.25,244312
2024-10-07,TCH,525.09,313155
2024-10-08,TCH,516.43,330770
2024-10-09,TCH,540.87,396116
2024-10-10,TCH,532.36,414509
2024-10-11,TCH,525.8,631928
2024-10-14,TCH,541.23,1099867
2024-10-15,TCH,528.71,571592
2024-10-16,TCH,528.16,453915
2024-10-17,TCH,522.02,808404
2024-10-18,TCH,522.2,480712
2024-10-21,TCH,513.23,458202
2024-10-22,TCH,532.45,508665
2024-10-23,TCH,524.26,511657
2024-10-24,TCH,531.65,649271
2024-10-25,TCH,518.36,191131
2024-10-28,TCH,517.05,553811
2024-10-29,TCH,529.95,485900
2024-10-30,TCH,531.74,410642
2024-10-31,TCH,544.97,654359
2024-11-01,TCH,543.46,615507
2021-01-04,NEX,79.0,316789
2021-01-05,NEX,79.2,433005
2021-01-06,NEX,80.42,480483
2021-01-07,NEX,80.2,591378
2021-01-08,NEX,78.6,742916
2021-01-11,NEX,78.92,479204
2021-01-12,NEX,81.78,279626
2021-01-13,NEX,81.43,331863
2021-01-14,NEX,82.55,315606
2021-01-15,NEX,87.51,634365
2021-01-18,NEX,83.11,188483
2021-01-19,NEX,84.9,423447
2021-01-20,NEX,83.34,422109
2021-01-21,NEX,82.11,654664
2021-01-22,NEX,81.6,383204
2021-01-25,NEX,80.2,358732
2021-01-26,NEX,81.44,587843
2021-01-27,NEX,79.1,515099
2021-01-28,NEX,80.69,770076
2021-01-29,NEX,82.85,395353
2021-02-01,NEX,79.76,360217
2021-02-02,NEX,76.99,335428
2021-02-03,NEX,76.03,550998
2021-02-04,NEX,78.05,794269
2021-02-05,NEX,76.73,220454
2021-02-08,NEX,77.12,536193
2021-02-09,NEX,74.47,421110
2021-02-10,NEX,73.05,450459
2021-02-11,NEX,71.26,745491
2021-02-12,NEX,69.94,644021
2021-02-15,NEX,69.79,672883
2021-02-16,NEX,70.11,519935
2021-02-17,NEX,70.67,490213
2021-02-18,NEX,68.65,575022
2021-02-19,NEX,71.03,1200046
2021-02-22,NEX,70.58,461041
2021-02-23,NEX,72.65,493487
2021-02-24,NEX,74.06,338441
2021-02-25,NEX,75.21,222704
2021-02-26,NEX,77.8,723538
2021-03-01,NEX,76.46,406346
2021-03-02,NEX,77.52,571341
2021-03-03,NEX,72.99,500030
2021-03-04,NEX,73.54,792433
2021-03-05,NEX,74.45,391112
2021-03-08,NEX,73.09,255971
2021-03-09,NEX,73.34,758496
2021-03-10,NEX,70.35,496076
2021-03-11,NEX,68.55,464378
2021-03-12,NEX,68.55,188134
2021-03-15,NEX,66.51,557906
2021-03-16,NEX,69.77,217985
2021-03-17,NEX,70.74,631318
2021-03-18,NEX,70.62,389547
2021-03-19,NEX,71.05,543980
2021-03-22,NEX,71.78,444929
2021-03-23,NEX,69.85,386070
2021-03-24,NEX,70.74,322704
2021-03-25,NEX,71.46,194072
2021-03-26,NEX,70.48,406949
2021-03-29,NEX,71.34,491072
2021-03-30,NEX,70.95,517728
2021-03-31,NEX,71.87,604174
2021-04-01,NEX,74.03,517259
2021-04-02,NEX,74.02,972418
2021-04-05,NEX,77.46,359737
2021-04-06,NEX,76.72,894101
2021-04-07,NEX,74.85,474958
2021-04-08,NEX,75.3,569432
2021-04-09,NEX,73.49,649542
2021-04-12,NEX,74.29,113771
2021-04-13,NEX,72.3,860870
2021-04-14,NEX,73.59,545643
2021-04-15,NEX,73.22,332388
2021-04-16,NEX,76.45,366772
2021-04-19,NEX,79.45,614822
2021-04-20,NEX,81.58,385499
2021-04-21,NEX,79.69,338769
2021-04-22,NEX,78.16,408782
2021-04-23,NEX,78.43,308065
2021-04-26,NEX,79.59,267410
2021-04-27,NEX,79.62,430651
2021-04-28,NEX,79.28,153323
2021-04-29,NEX,80.4,525848
2021-04-30,NEX,83.28,288098
2021-05-03,NEX,87.11,988328
2021-05-04,NEX,90.9,546960
2021-05-05,NEX,87.17,623345
2021-05-06,NEX,81.16,241771
2021-05-07,NEX,82.48,653362
2021-05-10,NEX,84.64,222088
2021-05-11,NEX,86.74,386551
2021-05-12,NEX,88.83,225635
2021-05-13,NEX,91.17,399297
2021-05-14,NEX,91.26,500977
2021-05-17,NEX,92.18,394194
2021-05-18,NEX,93.78,324251
2021-05-19,NEX,95.53,578570
2021-05-20,NEX,94.96,439901
2021-05-21,NEX,92.71,416772
2021-05-24,NEX,89.41,499612
2021-05-25,NEX,88.62,281807
2021-05-26,NEX,86.09,619571
2021-05-27,NEX,86.08,622243
2021-05-28,NEX,87.86,376691
2021-05-31,NEX,88.6,496154
2021-06-01,NEX,88.55,472897
2021-06-02,NEX,89.79,676754
2021-06-03,NEX,87.8,1220774
2021-06-04,NEX,89.56,767841
2021-06-07,NEX,90.13,273680
2021-06-08,NEX,88.95,626779
2021-06-09,NEX,90.79,1334432
2021-06-10,NEX,84.37,296685
2021-06-11,NEX,84.47,785791
2021-06-14,NEX,83.65,579355
2021-06-15,NEX,82.23,483364
2021-06-16,NEX,81.26,494474
2021-06-17,NEX,82.34,385644
2021-06-18,NEX,81.69,244485
2021-06-21,NEX,84.23,663284
2021-06-22,NEX,81.61,222946
2021-06-23,NEX,81.93,407093
2021-06-24,NEX,79.97,447393
2021-06-25,NEX,82.83,386695
2021-06-28,NEX,84.03,480638
2021-06-29,NEX,82.0,960336
2021-06-30,NEX,83.35,484745
2021-07-01,NEX,85.89,495394
2021-07-02,NEX,85.57,660654
2021-07-05,NEX,85.57,543659
2021-07-06,NEX,86.36,466127
2021-07-07,NEX,86.37,387716
2021-07-08,NEX,88.97,462392
2021-07-09,NEX,89.55,552126
2021-07-12,NEX,90.58,551080
2021-07-13,NEX,91.99,300374
2021-07-14,NEX,92.75,251883
2021-07-15,NEX,92.99,546516
2021-07-16,NEX,92.33,322566
2021-07-19,NEX,93.15,461689
2021-07-20,NEX,94.11,402052
2021-07-21,NEX,95.09,365686
2021-07-22,NEX,91.26,550553
2021-07-23,NEX,92.52,459195
2021-07-26,NEX,93.33,723973
2021-07-27,NEX,94.88,606621
2021-07-28,NEX,92.11,311187
2021-07-29,NEX,91.99,372210
2021-07-30,NEX,92.89,400585
2021-08-02,NEX,93.32,341744
2021-08-03,NEX,95.01,707453
2021-08-04,NEX,94.91,364736
2021-08-05,NEX,91.71,439293
2021-08-06,NEX,86.06,514976
2021-08-09,NEX,84.03,281132
2021-08-10,NEX,82.23,446756
2021-08-11,NEX,84.41,847031
2021-08-12,NEX,86.79,453579
2021-08-13,NEX,88.82,388512
2021-08-16,NEX,88.72,614409
2021-08-17,NEX,85.4,608238
2021-08-18,NEX,84.43,174912
2021-08-19,NEX,88.01,418560
2021-08-20,NEX,85.98,514402
2021-08-23,NEX,87.17,620758
2021-08-24,NEX,87.17,705340
2021-08-25,NEX,86.49,397811
2021-08-26,NEX,86.09,448561
2021-08-27,NEX,88.07,339237
2021-08-30,NEX,84.74,720469
2021-08-31,NEX,85.19,187966
2021-09-01,NEX,81.04,252134
2021-09-02,NEX,80.51,835336
2021-09-03,NEX,81.75,433832
2021-09-06,NEX,83.24,370885
2021-09-07,NEX,84.09,660622
2021-09-08,NEX,83.75,225041
2021-09-09,NEX,84.91,485072
2021-09-10,NEX,88.67,590997
2021-09-13,NEX,89.83,454738
2021-09-14,NEX,85.04,114653
2021-09-15,NEX,85.79,379905
2021-09-16,NEX,88.12,298385
2021-09-17,NEX,88.53,914583
2021-09-20,NEX,87.06,684467
2021-09-21,NEX,89.75,394072
2021-09-22,NEX,89.54,214974
2021-09-23,NEX,86.93,442167
2021-09-24,NEX,86.95,276078
2021-09-27,NEX,88.91,542216
2021-09-28,NEX,89.0,501992
2021-09-29,NEX,87.7,378859
2021-09-30,NEX,89.03,511176
2021-10-01,NEX,90.49,1240312
2021-10-04,NEX,88.5,228564
2021-10-05,NEX,87.79,279149
2021-10-06,NEX,86.15,490605
2021-10-07,NEX,86.58,316957
2021-10-08,NEX,90.18,517453
2021-10-11,NEX,93.41,263245
2021-10-12,NEX,93.57,452280
2021-10-13,NEX,90.15,438939
2021-10-14,NEX,90.28,573234
2021-10-15,NEX,89.82,408499
2021-10-18,NEX,87.74,663121
2021-10-19,NEX,89.87,296464
2021-10-20,NEX,91.98,504177
2021-10-21,NEX,92.13,217920
2021-10-22,NEX,91.75,178724
2021-10-25,NEX,89.73,255194
2021-10-26,NEX,90.52,1001675
2021-10-27,NEX,92.1,795611
2021-10-28,NEX,93.45,512110
2021-10-29,NEX,93.93,317023
2021-11-01,NEX,98.05,632056
2021-11-02,NEX,99.07,231328
2021-11-03,NEX,98.44,197452
2021-11-04,NEX,97.12,417401
2021-11-05,NEX,94.68,433109
2021-11-08,NEX,99.74,532831
2021-11-09,NEX,101.76,339131
2021-11-10,NEX,105.04,345774
2021-11-11,NEX,105.51,903924
2021-11-12,NEX,106.25,412870
2021-11-15,NEX,104.07,354583
2021-11-16,NEX,103.41,515189
2021-11-17,NEX,102.69,362621
2021-11-18,NEX,100.29,903868
2021-11-19,NEX,101.56,505540
2021-11-22,NEX,110.89,382432
2021-11-23,NEX,107.57,319232
2021-11-24,NEX,109.02,200194
2021-11-25,NEX,107.71,484291
2021-11-26,NEX,108.49,317753
2021-11-29,NEX,112.99,215986
2021-11-30,NEX,108.49,272627
2021-12-01,NEX,105.61,737510
2021-12-02,NEX,104.87,405118
2021-12-03,NEX,104.98,478341
2021-12-06,NEX,103.4,482112
2021-12-07,NEX,102.78,938674
2021-12-08,NEX,105.11,334824
2021-12-09,NEX,102.28,420675
2021-12-10,NEX,100.83,652589
2021-12-13,NEX,99.13,442155
2021-12-14,NEX,102.02,502580
2021-12-15,NEX,101.18,414244
2021-12-16,NEX,99.86,320817
2021-12-17,NEX,99.29,693171
2021-12-20,NEX,99.41,397903
2021-12-21,NEX,102.56,531402
2021-12-22,NEX,103.7,496076
2021-12-23,NEX,108.66,101515
2021-12-24,NEX,107.36,425382
2021-12-27,NEX,109.71,452796
2021-12-28,NEX,113.56,175415
2021-12-29,NEX,110.25,260253
2021-12-30,NEX,106.65,400127
2021-12-31,NEX,105.61,362767
2022-01-03,NEX,110.35,634909
2022-01-04,NEX,110.88,812092
2022-01-05,NEX,111.73,345961
2022-01-06,NEX,111.13,310064
2022-01-07,NEX,112.46,430864
2022-01-10,NEX,112.9,672223
2022-01-11,NEX,109.3,439969
2022-01-12,NEX,103.54,675859
2022-01-13,NEX,106.79,680170
2022-01-14,NEX,100.84,560282
2022-01-17,NEX,99.68,432382
2022-01-18,NEX,98.33,287026
2022-01-19,NEX,97.83,474715
2022-01-20,NEX,97.71,347740
2022-01-21,NEX,101.01,883919
2022-01-24,NEX,101.87,686639
2022-01-25,NEX,105.17,416789
2022-01-26,NEX,104.14,424363
2022-01-27,NEX,103.74,248566
2022-01-28,NEX,100.88,365172
2022-01-31,NEX,99.88,1006626
2022-02-01,NEX,100.99,517573
2022-02-02,NEX,96.21,423833
2022-02-03,NEX,97.01,523387
2022-02-04,NEX,94.07,395624
2022-02-07,NEX,92.47,435414
2022-02-08,NEX,94.83,439348
2022-02-09,NEX,92.6,886960
2022-02-10,NEX,90.81,181104
2022-02-11,NEX,92.52,331227
2022-02-14,NEX,92.81,176470
2022-02-15,NEX,89.26,369211
2022-02-16,NEX,88.55,422694
2022-02-17,NEX,87.73,564464
2022-02-18,NEX,87.73,277001
2022-02-21,NEX,88.02,312079
2022-02-22,NEX,86.71,575576
2022-02-23,NEX,93.31,537009
2022-02-24,NEX,92.53,391164
2022-02-25,NEX,93.45,172224
2022-02-28,NEX,89.19,435863
2022-03-01,NEX,87.9,479227
2022-03-02,NEX,87.99,462091
2022-03-03,NEX,85.38,228692
2022-03-04,NEX,84.56,278665
2022-03-07,NEX,85.02,624658
2022-03-08,NEX,82.26,825613
2022-03-09,NEX,80.97,614955
2022-03-10,NEX,81.04,361625
2022-03-11,NEX,82.34,385957
2022-03-14,NEX,83.65,296902
2022-03-15,NEX,83.68,532763
2022-03-16,NEX,83.38,713627
2022-03-17,NEX,86.25,602353
2022-03-18,NEX,89.95,568078
2022-03-21,NEX,93.84,329582
2022-03-22,NEX,94.36,392062
2022-03-23,NEX,93.84,362341
2022-03-24,NEX,94.07,611887
2022-03-25,NEX,91.67,446971
2022-03-28,NEX,90.33,652120
2022-03-29,NEX,89.72,518982
2022-03-30,NEX,90.5,313169
2022-03-31,NEX,92.22,242409
2022-04-01,NEX,95.48,971563
2022-04-04,NEX,99.4,373409
2022-04-05,NEX,98.57,462877
2022-04-06,NEX,99.0,888755
2022-04-07,NEX,102.11,541869
2022-04-08,NEX,102.58,292425
2022-04-11,NEX,99.95,452846
2022-04-12,NEX,102.43,798204
2022-04-13,NEX,101.18,509123
2022-04-14,NEX,97.89,1703693
2022-04-15,NEX,96.06,197225
2022-04-18,NEX,97.24,378775
2022-04-19,NEX,97.83,256747
2022-04-20,NEX,96.73,590638
2022-04-21,NEX,102.65,264470
2022-04-22,NEX,99.86,323278
2022-04-25,NEX,98.48,346823
2022-04-26,NEX,97.85,475197
2022-04-27,NEX,94.75,410269
2022-04-28,NEX,93.95,653311
2022-04-29,NEX,90.48,288485
2022-05-02,NEX,91.9,519222
2022-05-03,NEX,92.42,406060
2022-05-04,NEX,92.91,204157
2022-05-05,NEX,95.86,689540
2022-05-06,NEX,95.81,329503
2022-05-09,NEX,92.15,469420
2022-05-10,NEX,91.31,306239
2022-05-11,NEX,93.06,1364009
2022-05-12,NEX,91.31,845107
2022-05-13,NEX,91.65,364251
2022-05-16,NEX,89.99,493525
2022-05-17,NEX,88.22,496429
2022-05-18,NEX,88.37,252070
2022-05-19,NEX,90.65,570654
2022-05-20,NEX,89.45,449708
2022-05-23,NEX,92.3,680754
2022-05-24,NEX,92.01,415653
2022-05-25,NEX,91.01,279385
2022-05-26,NEX,89.1,325849
2022-05-27,NEX,89.3,271947
2022-05-30,NEX,89.42,469185
2022-05-31,NEX,88.6,590040
2022-06-01,NEX,86.51,250500
2022-06-02,NEX,82.1,515806
2022-06-03,NEX,81.49,591108
2022-06-06,NEX,81.47,529769
2022-06-07,NEX,84.34,256925
2022-06-08,NEX,84.42,872581
2022-06-09,NEX,86.65,508857
2022-06-10,NEX,85.38,233184
2022-06-13,NEX,83.48,351595
2022-06-14,NEX,77.49,347351
2022-06-15,NEX,76.91,402038
2022-06-16,NEX,78.88,794604
2022-06-17,NEX,74.96,488168
2022-06-20,NEX,74.8,417461
2022-06-21,NEX,76.07,830400
2022-06-22,NEX,73.93,537839
2022-06-23,NEX,74.91,1030025
2022-06-24,NEX,73.61,462246
2022-06-27,NEX,76.6,843930
2022-06-28,NEX,74.45,192812
2022-06-29,NEX,76.16,596739
2022-06-30,NEX,72.35,412468
2022-07-01,NEX,73.92,495107
2022-07-04,NEX,73.56,526134
2022-07-05,NEX,74.31,576840
2022-07-06,NEX,71.52,853739
2022-07-07,NEX,70.76,555827
2022-07-08,NEX,72.06,444711
2022-07-11,NEX,71.91,542808
2022-07-12,NEX,70.7,310520
2022-07-13,NEX,73.18,956289
2022-07-14,NEX,73.28,341743
2022-07-15,NEX,74.78,610986
2022-07-18,NEX,72.11,733650
2022-07-19,NEX,71.68,563422
2022-07-20,NEX,70.28,346540
2022-07-21,NEX,69.4,334910
2022-07-22,NEX,73.37,703785
2022-07-25,NEX,74.76,521342
2022-07-26,NEX,74.61,371971
2022-07-27,NEX,74.02,321665
2022-07-28,NEX,71.57,342029
2022-07-29,NEX,69.67,478593
2022-08-01,NEX,70.8,1165105
2022-08-02,NEX,70.45,272580
2022-08-03,NEX,69.68,174444
2022-08-04,NEX,65.79,448952
2022-08-05,NEX,65.46,345151
2022-08-08,NEX,69.75,383433
2022-08-09,NEX,70.83,281343
2022-08-10,NEX,70.06,739256
2022-08-11,NEX,70.37,365368
2022-08-12,NEX,69.28,537599
2022-08-15,NEX,72.45,828612
2022-08-16,NEX,74.1,404153
2022-08-17,NEX,74.61,318846
2022-08-18,NEX,73.45,419350
2022-08-19,NEX,74.74,425177
2022-08-22,NEX,75.56,546579
2022-08-23,NEX,76.57,443109
2022-08-24,NEX,77.64,459513
2022-08-25,NEX,77.5,367879
2022-08-26,NEX,74.54,480188
2022-08-29,NEX,74.81,504939
2022-08-30,NEX,73.92,551766
2022-08-31,NEX,71.59,227283
2022-09-01,NEX,68.62,275419
2022-09-02,NEX,68.28,251063
2022-09-05,NEX,66.26,648011
2022-09-06,NEX,63.58,278239
2022-09-07,NEX,64.98,372242
2022-09-08,NEX,66.78,439232
2022-09-09,NEX,68.06,247395
2022-09-12,NEX,70.01,361637
2022-09-13,NEX,67.93,1216277
2022-09-14,NEX,67.66,451797
2022-09-15,NEX,67.68,905108
2022-09-16,NEX,68.28,362958
2022-09-19,NEX,68.4,570593
2022-09-20,NEX,65.77,367673
2022-09-21,NEX,64.82,488661
2022-09-22,NEX,64.98,608470
2022-09-23,NEX,64.33,369251
2022-09-26,NEX,65.4,545883
2022-09-27,NEX,66.12,389206
2022-09-28,NEX,68.96,490402
2022-09-29,NEX,69.9,663702
2022-09-30,NEX,71.94,774122
2022-10-03,NEX,70.63,673103
2022-10-04,NEX,73.21,436482
2022-10-05,NEX,75.53,740686
2022-10-06,NEX,75.12,638303
2022-10-07,NEX,74.4,363719
2022-10-10,NEX,73.91,290908
2022-10-11,NEX,71.22,223944
2022-10-12,NEX,69.69,895044
2022-10-13,NEX,70.54,237778
2022-10-14,NEX,72.66,404848
2022-10-17,NEX,74.18,516890
2022-10-18,NEX,72.47,273969
2022-10-19,NEX,74.63,864013
2022-10-20,NEX,76.45,1152002
2022-10-21,NEX,76.98,467170
2022-10-24,NEX,79.39,408004
2022-10-25,NEX,84.14,331730
2022-10-26,NEX,83.76,516070
2022-10-27,NEX,83.05,191540
2022-10-28,NEX,82.0,456624
2022-10-31,NEX,81.28,592592
2022-11-01,NEX,82.99,346283
2022-11-02,NEX,80.1,488623
2022-11-03,NEX,77.29,539567
2022-11-04,NEX,78.09,505899
2022-11-07,NEX,77.81,375673
2022-11-08,NEX,79.89,579436
2022-11-09,NEX,77.33,317528
2022-11-10,NEX,76.53,294109
2022-11-11,NEX,76.16,339453
2022-11-14,NEX,77.52,491153
2022-11-15,NEX,77.29,214631
2022-11-16,NEX,75.75,276663
2022-11-17,NEX,76.53,282798
2022-11-18,NEX,76.57,468544
2022-11-21,NEX,75.66,318450
2022-11-22,NEX,73.43,284144
2022-11-23,NEX,75.13,262268
2022-11-24,NEX,74.58,301655
2022-11-25,NEX,74.6,351508
2022-11-28,NEX,75.66,275663
2022-11-29,NEX,73.94,474781
2022-11-30,NEX,75.1,410294
2022-12-01,NEX,76.46,711546
2022-12-02,NEX,75.19,871867
2022-12-05,NEX,74.42,412493
2022-12-06,NEX,72.97,536299
2022-12-07,NEX,72.49,569443
2022-12-08,NEX,73.5,458847
2022-12-09,NEX,71.25,325666
2022-12-12,NEX,71.28,509953
2022-12-13,NEX,71.71,265474
2022-12-14,NEX,72.57,516604
2022-12-15,NEX,70.47,416208
2022-12-16,NEX,69.53,474099
2022-12-19,NEX,69.42,460806
2022-12-20,NEX,68.12,766955
2022-12-21,NEX,65.59,326580
2022-12-22,NEX,67.46,617096
2022-12-23,NEX,66.94,457502
2022-12-26,NEX,66.53,788358
2022-12-27,NEX,66.6,262750
2022-12-28,NEX,68.67,423729
2022-12-29,NEX,70.2,510091
2022-12-30,NEX,70.77,439728
2023-01-02,NEX,67.79,238347
2023-01-03,NEX,70.65,341407
2023-01-04,NEX,70.67,315891
2023-01-05,NEX,67.39,925818
2023-01-06,NEX,68.88,461035
2023-01-09,NEX,67.27,294283
2023-01-10,NEX,66.12,597379
2023-01-11,NEX,64.84,374015
2023-01-12,NEX,61.03,741979
2023-01-13,NEX,60.5,321073
2023-01-16,NEX,61.95,288804
2023-01-17,NEX,61.91,356271
2023-01-18,NEX,61.13,539419
2023-01-19,NEX,60.19,538816
2023-01-20,NEX,59.63,759598
2023-01-23,NEX,57.91,978325
2023-01-24,NEX,58.53,567269
2023-01-25,NEX,59.71,336150
2023-01-26,NEX,61.0,637004
2023-01-27,NEX,62.03,454018
2023-01-30,NEX,62.76,448046
2023-01-31,NEX,62.31,425870
2023-02-01,NEX,63.17,294914
2023-02-02,NEX,63.64,320147
2023-02-03,NEX,61.3,272162
2023-02-06,NEX,60.52,218304
2023-02-07,NEX,61.15,486868
2023-02-08,NEX,61.6,796356
2023-02-09,NEX,60.69,520886
2023-02-10,NEX,60.3,578920
