solicitud_id,fecha_solicitud,edad,sector,antiguedad_laboral_anios,antiguedad_empresa_anios,ingreso_mensual,deuda_actual,num_creditos_previos,buro_score,monto_solicitado,plazo_meses,tasa_interes,default_90d
CR-104507,2024-10-04,27,Tecnología,3,5.2,4571.69,13277.66,2,427.0,30164.04,18,0.2272,1
CR-103630,2024-07-22,46,Construcción,24,11.6,1886.85,3726.28,5,480.0,4047.87,12,0.2309,0
CR-102256,2024-06-25,42,Servicios,18,7.7,689.42,0.0,0,654.0,3245.38,24,0.1882,0
CR-100428,2023-05-18,23,Tecnología,0,7.3,18536.55,0.0,0,844.0,38177.44,48,0.1141,0
CR-100239,2024-08-03,32,Servicios,11,2.7,2754.02,0.0,0,669.0,14795.09,18,0.173,0
CR-102429,2023-08-04,58,Comercio,36,20.5,3840.36,10646.46,3,379.0,20436.36,24,0.2446,1
CR-102378,2024-05-28,38,Manufactura,17,6.9,2569.63,5624.25,2,439.0,9846.83,24,0.2362,0
CR-104326,2024-09-09,49,Comercio,27,13.7,1953.62,952.35,2,606.0,14341.35,36,0.1703,0
CR-101016,2023-09-07,39,Servicios,18,9.3,3324.21,6641.54,1,402.0,6714.26,6,0.2496,0
CR-101232,2025-02-14,25,Comercio,6,19.9,2809.27,1480.87,2,589.0,10352.77,12,0.1965,0
CR-103601,2023-09-26,65,Comercio,46,1.2,4609.14,0.0,0,746.0,16153.49,6,0.1539,0
CR-102294,2024-05-08,51,Comercio,33,18.1,4704.06,6982.06,6,465.0,27338.45,12,0.2525,0
CR-103258,2023-04-17,28,Servicios,8,12.0,2313.1,8020.38,2,418.0,12472.01,24,0.2487,1
CR-101179,2024-06-06,43,Servicios,25,9.1,2445.32,2954.28,3,506.0,16647.85,12,0.2073,0
CR-101060,2025-03-03,36,Servicios,18,12.4,2578.85,5251.2,1,449.0,11579.59,6,0.236,1
CR-103239,2024-07-10,25,Comercio,3,8.3,2158.28,879.7,5,,10744.06,24,0.2076,0
CR-103447,2024-11-16,49,Comercio,27,15.4,2549.25,2397.1,3,588.0,8597.28,36,0.1847,0
CR-100342,2025-02-23,39,Comercio,21,2.9,3297.09,6151.07,2,491.0,11149.77,6,0.2222,0
CR-104916,2025-05-30,19,Construcción,0,4.4,1956.21,0.0,0,618.0,7849.99,12,0.1891,0
CR-101159,2025-05-14,22,Servicios,2,6.7,2760.68,8331.4,1,437.0,11581.84,12,0.2559,0
CR-102470,2023-10-25,33,Manufactura,12,2.4,4694.73,0.0,0,638.0,37409.67,12,0.1915,0
CR-104756,2023-07-24,40,Comercio,19,2.2,3525.45,13884.79,1,300.0,16297.51,6,0.2882,1
CR-104585,2023-03-03,43,Construcción,20,5.1,8580.01,0.0,0,649.0,56380.72,24,0.2176,0
CR-101117,2025-02-24,34,Tecnología,16,4.8,3277.96,7786.36,1,434.0,6129.01,36,0.2361,1
CR-104789,2024-04-24,44,Construcción,25,18.8,3193.38,0.0,0,698.0,22265.89,24,0.1876,0
CR-101666,2024-08-25,40,Comercio,17,7.8,6637.83,25469.73,1,316.0,28762.09,6,0.2638,0
CR-100582,2023-01-09,35,Comercio,17,9.7,5161.18,12489.22,1,515.0,15968.44,12,0.1992,0
CR-102157,2023-04-04,29,Servicios,11,12.8,2965.41,4681.4,1,571.0,20157.09,12,0.1885,0
CR-102541,2025-02-13,42,Comercio,19,4.6,3195.42,9262.01,5,406.0,12549.99,48,0.2593,0
CR-103350,2024-08-08,39,Comercio,17,1.4,1138.84,2524.41,1,396.0,1878.51,24,0.267,1
CR-102653,2024-12-30,29,Servicios,6,13.1,2354.56,7243.6,2,366.0,16149.93,12,0.2583,1
CR-104257,2024-09-19,50,Comercio,27,7.0,6934.17,767.83,1,679.0,30713.16,36,0.1641,0
CR-103792,2023-08-14,34,Comercio,16,5.9,10690.17,0.0,0,762.0,65843.06,6,0.1507,0
CR-104751,2023-04-19,41,Servicios,19,6.2,3716.02,190.8,2,615.0,17713.09,12,0.2081,0
CR-103422,2024-04-16,50,Servicios,30,9.7,3965.28,5184.12,1,539.0,24521.0,48,0.2075,0
CR-104344,2024-10-06,32,Manufactura,14,25.8,6553.68,7412.71,1,627.0,32052.47,24,0.1638,0
CR-101651,2024-03-13,52,Tecnología,29,4.9,5284.28,0.0,0,656.0,19582.89,24,0.1699,0
CR-104183,2024-10-08,64,Manufactura,40,10.3,1149.4,1159.91,1,497.0,8230.06,24,0.2411,0
CR-101447,2024-01-10,55,Servicios,33,5.0,2677.43,7514.15,6,379.0,10520.68,18,0.2379,1
CR-102878,2024-02-02,29,Comercio,9,1.3,4349.87,2594.92,2,624.0,14663.71,18,0.1852,0
CR-101743,2025-05-30,24,Servicios,4,4.5,4635.22,2496.24,1,574.0,12074.43,6,0.2068,0
CR-100870,2023-07-04,41,Servicios,21,5.1,4409.74,7054.52,1,501.0,13628.11,6,0.2102,0
CR-105408,2025-02-02,26,Comercio,7,1.8,3371.06,0.0,0,646.0,10681.43,6,0.1846,0
CR-100881,2023-12-01,48,Agro,29,4.0,4639.37,16197.09,3,403.0,8487.9,12,0.2363,0
CR-102155,2023-05-25,45,Agro,24,5.4,2831.37,0.0,0,586.0,19537.93,12,0.2058,0
CR-101370,2023-02-28,21,Manufactura,0,4.2,2990.44,6005.28,1,358.0,12701.44,24,0.2563,0
CR-104203,2023-09-16,61,Manufactura,42,5.4,4733.31,16004.95,5,379.0,35412.57,24,0.2427,1
CR-103216,2023-06-11,24,Comercio,2,9.0,2680.43,0.0,0,657.0,5996.38,36,0.182,0
CR-103037,2024-12-22,37,Tecnología,13,6.0,4380.94,14962.83,1,302.0,17949.3,18,0.2969,0
CR-103427,2024-12-18,44,Agro,21,6.6,4145.61,6257.67,1,587.0,15064.2,18,0.1627,1
CR-104119,2024-06-11,30,Tecnología,10,3.8,3096.64,4404.57,2,506.0,18555.75,18,0.2008,0
CR-101206,2025-01-22,30,Tecnología,7,6.1,6098.42,8190.02,3,563.0,13112.54,36,0.211,0
CR-104205,2023-10-18,35,Manufactura,17,2.3,4785.34,15202.1,1,400.0,19311.67,6,0.2134,0
CR-101197,2025-06-11,28,Manufactura,10,5.1,3478.69,0.0,0,656.0,6199.41,18,0.1937,0
CR-103255,2023-11-15,42,Manufactura,24,9.6,1805.03,4490.48,2,466.0,5611.91,24,0.2241,0
CR-104281,2024-09-14,18,Manufactura,0,1.4,,21482.61,1,434.0,40343.81,12,0.251,0
CR-104691,2023-08-13,41,Servicios,22,7.6,3574.6,0.0,0,563.0,27547.89,18,0.2077,0
CR-104346,2023-08-12,28,Construcción,5,3.0,2699.7,7933.97,1,433.0,11664.67,12,0.2424,0
CR-102718,2024-11-26,49,Agro,25,10.3,2903.62,6062.78,2,477.0,20816.04,36,0.2355,0
CR-101079,2024-12-24,54,Comercio,35,6.5,5485.5,4645.64,1,617.0,32126.81,24,0.1841,0
CR-103472,2024-05-31,50,Manufactura,29,2.3,3595.78,9630.08,1,406.0,16709.95,6,0.2315,0
CR-101242,2023-04-15,57,Servicios,39,12.4,3251.45,2331.69,2,629.0,15607.38,24,0.1851,0
CR-103929,2023-09-12,30,Servicios,8,9.8,1552.94,5845.5,2,300.0,10959.63,18,0.2914,1
CR-101163,2024-04-18,21,Manufactura,3,9.3,2991.54,3395.17,2,602.0,19687.51,24,0.1819,0
CR-103878,2024-06-09,24,Servicios,1,6.5,2659.69,6781.23,1,471.0,21043.53,6,0.2534,0
CR-104441,2023-11-27,18,Comercio,0,9.6,1268.88,428.08,1,487.0,8780.18,24,0.2133,0
CR-104839,2023-11-18,42,Servicios,22,2.8,6659.17,17317.18,2,481.0,19602.79,48,0.2156,0
CR-101891,2024-04-19,29,Manufactura,8,3.8,2634.58,6346.98,1,352.0,20303.93,36,0.2845,0
CR-102689,2025-03-24,18,Servicios,0,6.4,7213.42,0.0,0,736.0,35706.4,24,0.1558,0
CR-101961,2023-12-21,31,Tecnología,7,5.1,6645.33,23025.31,1,300.0,34615.64,6,0.2604,0
CR-105044,2024-05-19,18,Servicios,0,6.1,3406.31,12719.68,3,300.0,17938.85,24,0.2704,1
CR-102707,2023-04-02,18,Comercio,0,15.8,10560.3,14043.21,1,733.0,77306.69,6,0.13,0
CR-104297,2024-07-19,31,Comercio,13,2.5,4500.78,12320.02,3,346.0,35136.82,24,0.2861,0
CR-103761,2024-11-08,46,Construcción,25,4.2,3910.66,13128.33,1,360.0,25251.49,18,0.2346,0
CR-103904,2023-08-17,20,Comercio,0,2.6,2665.1,910.1,2,559.0,16061.2,6,0.2184,0
CR-102361,2023-05-09,27,Servicios,7,10.5,,14614.22,2,409.0,14707.74,12,0.2603,0
CR-102420,2023-01-16,18,Agro,0,3.9,1929.33,1910.14,2,525.0,10294.18,18,0.2097,0
CR-102089,2024-11-18,43,Comercio,21,4.2,10497.24,33585.62,3,484.0,37049.5,48,0.2199,0
CR-102257,2025-01-08,41,Servicios,22,7.4,2612.28,0.0,0,581.0,17535.01,18,0.2172,0
CR-104951,2024-08-19,29,Comercio,5,2.4,6647.67,3495.77,2,627.0,47731.26,24,0.1369,0
CR-100792,2023-12-22,44,Agro,25,21.4,3336.97,3514.9,1,584.0,20920.12,12,0.2046,0
CR-103958,2024-04-25,31,Agro,7,6.6,2617.79,7305.68,2,339.0,15810.48,12,0.2779,1
CR-102784,2024-08-14,42,Servicios,22,4.6,1268.77,999.72,2,610.0,5402.81,24,0.1673,0
CR-103696,2024-03-20,30,Manufactura,10,4.0,5064.7,538.29,3,658.0,14999.84,36,0.1882,0
CR-103662,2023-10-09,33,Comercio,10,4.0,3300.79,3505.32,1,581.0,19162.35,18,0.2129,0
CR-105079,2025-04-01,30,Agro,11,8.6,4417.74,6946.55,1,530.0,32063.56,18,0.2063,0
CR-104467,2023-12-24,35,Comercio,15,5.9,1470.5,5096.71,1,320.0,10514.33,36,0.2694,1
CR-101564,2024-11-10,28,Servicios,7,11.8,11629.98,41602.65,2,519.0,56003.94,24,0.2331,0
CR-100763,2023-06-04,45,Comercio,25,7.1,6162.52,0.0,0,656.0,19645.38,36,0.1817,0
CR-105960,2024-10-04,33,Manufactura,12,4.5,1623.0,3683.03,1,439.0,11951.84,24,0.2374,0
CR-101655,2023-12-21,21,Manufactura,2,7.5,3764.69,0.0,0,613.0,12371.82,6,0.1989,0
CR-102498,2025-03-02,32,Agro,8,19.9,2902.54,6648.98,1,445.0,22961.56,48,0.2539,0
CR-103016,2024-05-04,31,Manufactura,7,9.0,2324.03,0.0,0,698.0,16844.33,12,0.1267,0
CR-104804,2023-11-07,33,Manufactura,9,10.1,6530.68,7793.78,3,533.0,46216.51,18,0.2129,0
CR-100592,2023-02-03,58,Servicios,36,9.3,3486.19,5051.91,3,507.0,27581.67,24,0.2101,0
CR-105511,2025-04-04,38,Servicios,19,5.6,2413.57,8093.47,1,325.0,11440.17,12,0.2645,0
CR-102961,2023-05-10,38,Comercio,20,11.8,3153.23,1481.42,1,644.0,20507.75,24,0.1564,0
CR-104223,2024-06-08,25,Comercio,2,7.9,2784.69,364.28,1,631.0,4605.43,18,0.2059,0
CR-100206,2024-04-02,29,Manufactura,9,9.6,4848.42,5685.27,1,638.0,12000.05,6,0.1709,0
CR-104408,2024-03-08,37,Comercio,19,24.4,4493.62,0.0,0,741.0,9290.94,18,0.1376,0
CR-102762,2023-04-08,32,Comercio,10,5.9,5259.79,4928.51,3,573.0,18880.11,6,0.2198,0
CR-102600,2025-02-07,32,Servicios,9,2.5,2228.93,5378.37,1,339.0,6942.84,18,0.2913,1
CR-100941,2025-04-17,48,Manufactura,30,8.1,1358.29,398.57,3,667.0,7653.43,6,0.1847,0
CR-105750,2024-04-09,42,Comercio,21,0.8,4165.61,0.0,0,,25854.22,36,0.1516,0
CR-102226,2023-07-05,40,Comercio,16,18.1,3392.67,9777.04,2,387.0,7935.19,18,0.2282,0
CR-104517,2024-04-14,36,Manufactura,13,6.4,2411.54,0.0,0,612.0,17680.94,24,0.1692,0
CR-105832,2024-08-02,40,Agro,19,4.3,6085.95,4997.56,1,624.0,20200.34,12,0.179,0
CR-102555,2023-09-26,34,Comercio,15,7.4,4800.4,16070.35,2,413.0,29672.76,6,0.237,1
CR-101056,2023-07-25,40,Servicios,19,3.2,4599.77,13564.43,3,388.0,32819.58,18,0.2566,1
CR-100102,2023-02-18,34,Comercio,13,9.1,1651.88,2074.66,2,606.0,3338.42,12,0.1945,0
CR-104226,2023-06-02,42,Tecnología,20,6.9,2470.34,6244.66,1,468.0,14532.39,18,0.2285,0
CR-103817,2024-05-25,40,Comercio,18,5.8,5361.16,0.0,0,606.0,22767.5,36,0.2014,0
CR-104538,2023-06-26,26,Manufactura,6,8.1,3186.24,6632.29,2,401.0,16493.47,18,0.2218,0
CR-104623,2025-03-16,47,Agro,23,4.0,5964.49,22450.43,1,387.0,40223.18,12,0.2378,1
CR-100589,2023-01-20,56,Comercio,34,9.1,5174.59,0.0,0,735.0,8564.3,12,0.1448,0
CR-104294,2023-02-07,39,Agro,21,6.5,1802.25,0.0,0,635.0,6298.16,24,0.1507,0
CR-100997,2025-05-04,39,Construcción,19,8.9,5190.68,7606.01,3,531.0,22261.64,18,0.2098,0
CR-104705,2024-01-19,44,Manufactura,20,10.3,2492.75,0.0,0,686.0,15873.64,18,0.1503,0
CR-100313,2025-03-31,43,Construcción,22,8.3,3335.71,13257.03,1,364.0,19222.0,6,0.2466,1
CR-103378,2024-02-08,27,Comercio,7,10.4,7123.9,19466.09,1,476.0,37017.65,6,0.235,1
CR-101740,2023-08-16,34,Construcción,11,26.3,3173.66,3832.14,1,514.0,19608.66,6,0.2576,0
CR-103066,2025-05-25,41,Manufactura,22,15.6,,0.0,0,632.0,10644.63,12,0.1823,0
CR-103652,2023-08-09,47,Manufactura,28,10.9,2595.66,653.99,2,658.0,17789.48,12,0.1683,0
CR-105885,2024-05-26,55,Manufactura,32,4.0,2669.09,8569.83,2,,15289.73,36,0.2651,1
CR-104640,2025-03-12,55,Comercio,33,6.5,2816.18,464.83,5,581.0,5381.88,6,0.2337,0
CR-104817,2023-04-07,36,Tecnología,14,6.4,3452.88,2364.94,2,685.0,6990.29,12,0.1772,0
CR-105727,2023-10-08,32,Servicios,10,2.7,3387.83,10192.71,1,336.0,19757.17,24,0.2737,1
CR-101573,2023-03-26,38,Comercio,15,5.8,6640.93,0.0,0,715.0,45283.73,24,0.151,0
CR-102901,2024-10-06,23,Comercio,0,1.4,3428.95,6646.22,2,474.0,21528.94,12,0.2276,0
CR-101155,2023-07-21,39,Comercio,19,9.8,2189.99,5806.24,2,457.0,11994.74,12,0.2142,0
CR-104219,2023-05-24,34,Comercio,12,11.1,3678.87,11565.06,2,463.0,9836.75,36,0.2103,1
CR-103069,2024-10-02,29,Servicios,5,9.9,1697.2,0.0,0,589.0,7237.66,12,0.1884,0
CR-101074,2024-06-17,28,Manufactura,7,7.8,1437.27,3188.01,2,362.0,8816.31,24,0.2591,1
CR-102346,2025-01-09,36,Construcción,18,10.0,3163.03,0.0,0,705.0,10402.27,18,0.1847,0
CR-104563,2023-11-10,35,Manufactura,12,1.9,2964.58,10094.81,2,357.0,17551.44,6,0.2546,1
CR-104411,2023-05-27,37,Agro,13,2.2,3643.55,10621.74,2,406.0,27280.39,6,0.238,1
CR-102842,2025-05-09,44,Construcción,20,19.3,4870.99,13148.61,2,491.0,21082.79,18,0.2249,0
CR-104677,2023-09-18,47,Servicios,26,7.9,941.13,0.0,0,640.0,6746.32,48,0.1793,0
CR-102270,2025-06-15,43,Comercio,24,19.6,,14082.01,4,319.0,23107.66,48,0.28,1
CR-104358,2024-01-24,33,Manufactura,12,12.4,2979.79,0.0,0,660.0,21868.72,18,0.1961,0
CR-103926,2024-06-16,47,Construcción,28,5.0,2396.93,0.0,0,582.0,5491.32,18,0.2126,0
CR-103753,2025-02-26,46,Manufactura,27,9.6,3263.66,10934.92,3,402.0,23958.6,36,0.2364,0
CR-104060,2023-05-27,41,Construcción,17,7.5,5124.98,3634.09,1,586.0,26690.89,12,0.1942,0
CR-102216,2024-02-09,38,Manufactura,18,8.1,2208.84,6882.88,1,331.0,5988.66,48,0.2604,1
CR-105343,2024-09-17,18,Comercio,0,7.4,4243.96,0.0,0,566.0,10728.35,12,0.2007,0
CR-100067,2023-02-10,33,Tecnología,13,5.1,1968.48,0.0,0,646.0,14344.52,36,0.201,0
CR-102657,2024-10-05,28,Manufactura,7,2.5,6440.23,22855.39,3,447.0,21263.77,24,0.2721,0
CR-102064,2024-11-17,35,Manufactura,11,4.7,3202.17,1033.98,2,600.0,11630.04,12,0.2016,0
CR-101642,2024-04-13,18,Comercio,0,1.6,7345.64,21967.7,1,447.0,33780.47,24,0.2578,0
CR-100192,2025-04-29,34,Comercio,16,10.5,2680.18,9905.79,1,334.0,12391.52,24,0.238,0
CR-103194,2024-01-26,37,Tecnología,15,8.9,3727.19,11665.59,2,361.0,17664.78,12,0.2452,1
CR-103708,2023-06-07,36,Servicios,14,4.0,5493.47,18246.71,1,396.0,8339.3,24,0.2437,0
CR-102611,2024-12-28,47,Servicios,28,17.2,4363.25,0.0,0,721.0,8391.74,18,0.1517,0
CR-103277,2025-05-27,18,Manufactura,0,3.7,2575.84,911.27,3,621.0,17460.75,24,0.1859,0
CR-101139,2023-05-27,38,Manufactura,16,11.0,1389.76,0.0,0,582.0,5059.49,36,0.1885,0
CR-105620,2024-03-04,66,Servicios,43,13.7,12357.18,27799.9,2,464.0,68188.61,18,0.2362,1
CR-102450,2025-05-11,32,Construcción,11,6.9,1709.62,2565.45,1,496.0,7534.9,6,0.2328,0
CR-105850,2023-08-03,49,Agro,27,6.6,6245.15,0.0,0,643.0,48941.01,18,0.1877,0
CR-100958,2023-03-14,38,Comercio,16,7.0,2581.81,3884.02,1,444.0,12954.86,36,0.2427,0
CR-103913,2024-10-30,23,Comercio,4,10.8,5544.21,16202.4,2,390.0,19849.45,36,0.2629,1
CR-102684,2023-04-02,22,Comercio,0,10.6,2872.07,5856.45,1,469.0,4437.36,18,0.25,0
CR-100695,2023-11-03,29,Comercio,6,22.6,10183.53,33846.52,3,442.0,48655.52,48,0.2566,0
CR-100238,2024-02-17,26,Comercio,3,0.9,4072.2,8145.22,1,472.0,30271.54,24,0.2493,1
CR-101993,2023-05-15,49,Comercio,27,13.2,2901.35,5658.09,2,399.0,16291.75,24,0.2747,0
CR-101034,2024-03-22,32,Servicios,12,2.2,3019.99,7334.26,3,385.0,11047.23,6,0.2678,0
CR-100058,2023-03-29,28,Construcción,5,17.8,,5152.56,1,532.0,20178.65,24,0.2088,0
CR-102738,2024-03-15,65,Comercio,44,14.0,9856.55,38330.63,2,404.0,27745.76,24,0.2611,1
CR-104548,2024-02-11,40,Comercio,22,0.3,4342.67,0.0,0,653.0,13689.82,36,0.1614,0
CR-102619,2023-01-05,56,Manufactura,32,12.0,4731.99,18870.55,2,367.0,29188.19,24,0.2581,1
CR-102779,2023-01-05,27,Comercio,7,10.0,3786.35,8444.04,4,532.0,14600.66,12,0.1898,0
CR-104544,2024-01-21,44,Construcción,20,9.9,2306.3,0.0,0,644.0,8159.29,18,0.1745,0
CR-102534,2025-04-25,36,Manufactura,13,4.5,1988.77,6073.76,2,348.0,8252.92,24,0.277,0
CR-105610,2023-03-15,48,Comercio,29,7.2,4739.6,10697.17,1,423.0,18759.38,18,0.2595,0
CR-101271,2023-07-03,54,Manufactura,34,6.6,2342.2,3793.55,5,421.0,11258.42,12,0.2339,0
CR-101326,2024-01-19,41,Comercio,19,6.7,1685.71,6149.88,1,324.0,3482.47,24,0.2942,0
CR-105657,2024-07-13,34,Tecnología,16,4.0,5768.29,19779.13,1,457.0,30487.34,6,0.2443,1
CR-103725,2025-02-08,53,Tecnología,30,9.4,3171.02,0.0,0,660.0,14449.47,6,0.1417,0
CR-101256,2024-12-01,47,Servicios,23,12.5,,10836.26,3,300.0,6009.41,12,0.2575,1
CR-104195,2024-02-08,29,Servicios,5,5.4,3606.96,10164.57,1,325.0,21665.77,6,0.2795,0
CR-101987,2023-06-11,30,Comercio,8,6.3,4234.83,16183.86,1,300.0,23758.19,12,0.2859,1
CR-104124,2023-09-11,46,Construcción,24,13.0,3226.32,3368.85,1,564.0,17071.48,18,0.2109,0
CR-100783,2023-09-17,48,Comercio,30,9.1,3461.59,13401.42,1,300.0,25817.85,6,0.2754,1
CR-105176,2023-12-30,61,Manufactura,38,13.7,8149.36,22718.34,1,479.0,49196.82,24,0.2502,0
CR-100392,2024-10-20,33,Comercio,9,12.3,5369.92,0.0,0,697.0,37443.01,6,0.1782,0
CR-104354,2024-09-06,27,Construcción,3,4.1,4461.62,0.0,0,711.0,10793.33,6,0.1436,0
CR-104629,2023-02-01,27,Manufactura,6,15.1,3489.48,3553.34,2,541.0,13716.14,36,0.2527,0
CR-104604,2025-03-04,37,Manufactura,15,11.6,2882.92,160.24,1,571.0,15698.69,18,0.2034,0
CR-102977,2024-03-08,37,Tecnología,15,3.6,3497.59,5316.25,2,604.0,25782.32,12,0.1856,0
CR-102820,2024-09-09,21,Comercio,0,8.0,5968.65,7095.59,1,595.0,26551.35,18,0.2134,0
CR-104986,2024-01-24,42,Comercio,24,8.3,2263.95,4845.95,1,428.0,17573.78,36,0.2715,0
CR-100280,2024-01-17,43,Manufactura,24,9.9,1674.68,1415.76,1,545.0,6674.55,24,0.1988,0
CR-105437,2024-03-29,37,Comercio,15,8.9,11632.0,0.0,0,834.0,87682.4,12,0.1484,0
CR-100557,2024-07-08,27,Servicios,4,2.9,3612.47,7657.41,3,449.0,21212.82,36,0.2456,0
CR-102943,2024-02-15,35,Comercio,15,10.6,1666.1,511.84,2,634.0,11498.71,18,0.1665,0
CR-100645,2023-02-23,36,Servicios,13,8.5,7587.78,28709.69,1,344.0,19574.47,24,0.2576,1
CR-105178,2024-05-14,19,Agro,0,2.3,6841.4,6132.06,3,544.0,11255.57,18,0.2189,0
CR-100231,2023-01-25,32,Servicios,8,13.4,4712.48,4672.29,1,624.0,12494.06,48,0.2136,0
CR-104701,2024-12-19,33,Tecnología,12,2.0,10516.48,2097.69,1,765.0,78896.23,24,0.154,0
CR-105304,2024-07-26,55,Construcción,33,14.4,3861.88,8435.82,2,463.0,25962.15,6,0.2291,0
CR-101877,2024-05-28,58,Servicios,39,2.6,2680.73,9951.5,2,300.0,9491.06,6,0.2822,1
CR-101351,2024-02-15,44,Servicios,22,5.9,3975.68,0.0,0,555.0,11811.61,36,0.2115,0
CR-102273,2023-12-17,48,Comercio,30,4.7,5530.14,0.0,0,674.0,29218.52,12,0.1614,0
CR-105409,2024-08-22,44,Manufactura,20,12.8,4557.97,0.0,0,601.0,33768.91,24,0.1978,0
CR-103987,2023-10-16,43,Comercio,20,12.5,688.55,1445.72,1,415.0,5388.58,18,0.2499,1
CR-102774,2025-03-25,33,Servicios,14,13.8,4966.75,13550.44,2,405.0,19674.24,6,0.2258,0
CR-105535,2024-10-17,25,Comercio,3,9.1,,30697.81,1,569.0,77800.33,12,0.1947,0
CR-100457,2024-03-29,29,Manufactura,7,7.3,15888.12,31545.6,2,579.0,47163.79,18,0.2061,0
CR-105692,2025-03-30,35,Comercio,11,10.1,2604.4,7220.63,1,303.0,8829.86,24,0.286,1
CR-101495,2023-02-16,26,Comercio,8,5.5,7016.15,18122.3,1,479.0,44107.04,12,0.224,0
CR-105023,2023-01-02,27,Comercio,8,11.7,2266.79,0.0,0,693.0,4688.72,12,0.152,0
CR-100984,2023-02-21,42,Manufactura,18,10.0,2756.58,8853.77,1,390.0,11488.52,36,0.275,0
CR-100988,2023-12-24,35,Manufactura,17,6.6,2170.99,0.0,0,594.0,8097.32,24,0.2116,0
CR-101915,2024-07-29,18,Comercio,0,3.1,7372.55,26491.55,2,348.0,52717.28,18,0.2843,1
CR-101453,2023-04-06,34,Construcción,13,13.4,3800.61,6835.34,4,508.0,24206.5,12,0.2345,0
CR-100779,2025-05-25,24,Manufactura,3,1.3,3230.18,1828.31,2,621.0,12928.79,12,0.1828,0
CR-102851,2025-05-06,54,Agro,32,4.5,4359.99,1193.89,1,653.0,7464.04,18,0.1582,0
CR-102659,2024-10-04,43,Construcción,23,2.7,2284.44,0.0,0,564.0,17639.57,12,0.1875,0
CR-103568,2025-05-14,43,Servicios,24,15.5,6632.78,25749.75,4,380.0,24349.7,24,0.271,0
CR-105368,2024-12-10,38,Servicios,15,6.9,5629.38,1566.23,1,611.0,38867.07,36,0.196,0
CR-101272,2024-01-10,34,Comercio,16,9.1,3179.55,11518.63,2,307.0,22204.24,12,0.2797,1
CR-102107,2023-02-05,26,Servicios,4,13.9,4322.96,10079.91,1,508.0,32373.47,24,0.2162,0
CR-103127,2025-05-26,43,Construcción,23,6.0,1935.93,0.0,0,641.0,5357.46,24,0.1912,0
CR-100214,2025-05-20,34,Servicios,13,9.0,3806.78,10034.86,1,,25229.29,12,0.2836,0
CR-101929,2025-04-13,46,Tecnología,27,2.2,7003.24,2254.0,1,790.0,23630.22,6,0.1548,0
CR-103416,2025-05-01,39,Construcción,15,17.5,1896.6,7470.01,1,307.0,14079.5,18,0.2607,1
CR-103928,2024-10-16,22,Comercio,2,4.6,1129.55,2256.84,2,403.0,6200.22,12,0.2674,0
CR-103665,2023-05-29,21,Comercio,0,3.8,18178.66,45122.9,1,632.0,78796.43,6,0.2067,0
CR-101513,2025-04-08,18,Manufactura,0,6.6,2444.85,413.1,2,656.0,13418.51,12,0.1669,0
CR-104580,2023-12-13,34,Servicios,12,11.4,1830.02,5018.47,1,345.0,5174.3,12,0.2652,1
CR-101331,2025-02-06,26,Comercio,7,9.9,3140.18,10184.05,1,321.0,18836.08,6,0.2765,1
CR-101328,2025-03-27,37,Manufactura,14,5.8,3530.77,0.0,0,596.0,23737.54,24,0.1902,0
CR-102809,2023-04-24,23,Comercio,5,3.3,4414.67,15793.3,1,374.0,23126.52,36,0.2392,1
CR-102623,2024-03-05,40,Manufactura,17,5.3,2841.19,10557.9,2,325.0,6831.91,12,0.2486,0
CR-101990,2024-06-30,42,Manufactura,20,3.9,9666.86,28665.97,1,457.0,74595.6,36,0.2416,1
CR-102090,2023-09-04,40,Construcción,20,6.9,5831.15,9544.49,1,503.0,27778.36,6,0.2311,0
CR-101422,2023-02-25,42,Tecnología,19,0.4,1043.46,0.0,0,556.0,3517.0,18,0.1907,0
CR-105270,2024-07-23,48,Servicios,28,6.8,1619.37,0.0,0,608.0,6652.08,18,0.2057,0
CR-103837,2023-01-05,36,Servicios,13,14.7,3254.75,12426.44,3,300.0,11725.96,24,0.3021,1
CR-104357,2025-05-10,34,Comercio,10,8.6,1846.62,5633.73,1,435.0,3343.84,12,0.2169,1
CR-103721,2024-03-31,46,Comercio,24,13.6,3208.37,0.0,0,649.0,17070.15,24,0.1599,0
CR-101916,2024-05-09,31,Comercio,8,9.4,6456.06,0.0,0,638.0,47291.69,48,0.1653,0
CR-105464,2023-09-19,27,Comercio,9,14.1,2141.51,0.0,0,585.0,6315.53,36,0.1589,0
CR-101669,2023-02-15,30,Comercio,8,9.3,2981.22,0.0,0,605.0,18109.63,36,0.1401,0
CR-104046,2023-08-31,36,Comercio,12,5.7,4064.66,3449.98,2,517.0,19586.87,24,0.223,0
CR-104130,2023-03-30,49,Servicios,27,6.2,2351.67,0.0,0,669.0,15486.88,18,0.1875,0
CR-103203,2024-06-29,50,Servicios,29,10.9,5020.61,3137.89,1,651.0,18640.48,24,0.1904,0
CR-102353,2023-01-07,40,Manufactura,22,14.7,4909.99,0.0,0,636.0,32697.8,36,0.1695,0
CR-101807,2023-01-23,38,Manufactura,17,5.5,3293.31,4085.59,1,576.0,16180.11,6,0.1863,1
CR-103140,2023-12-30,36,Comercio,13,12.7,5604.06,0.0,0,741.0,34232.87,6,0.1428,0
