fecha,categoria,region,unidades_vendidas,precio_promedio,ingresos
2023-05-26,Smartphones,Norte,27,852.75,23024.25
2023-05-27,Smartphones,Norte,24,898.55,21565.2
2023-05-28,Smartphones,Norte,30,882.04,26461.2
2023-05-29,Smartphones,Norte,28,899.4,25183.2
2023-05-30,Smartphones,Norte,32,919.06,29409.92
2023-05-31,Smartphones,Norte,31,912.91,28300.21
2023-06-01,Smartphones,Norte,26,917.08,23844.08
2023-06-02,Smartphones,Norte,22,902.61,19857.42
2023-06-03,Smartphones,Norte,21,816.28,17141.88
2023-06-04,Smartphones,Norte,25,900.03,22500.75
2023-06-05,Smartphones,Norte,28,838.16,23468.48
2023-06-06,Smartphones,Norte,31,863.78,26777.18
2023-06-07,Smartphones,Norte,26,864.45,22475.7
2023-06-08,Smartphones,Norte,28,921.9,25813.2
2023-06-09,Smartphones,Norte,19,815.7,15498.3
2023-06-10,Smartphones,Norte,23,887.2,20405.6
2023-06-11,Smartphones,Norte,34,891.85,30322.9
2023-06-12,Smartphones,Norte,29,930.98,26998.42
2023-06-13,Smartphones,Norte,32,900.56,28817.92
2023-06-14,Smartphones,Norte,26,920.65,23936.9
2023-06-15,Smartphones,Norte,27,901.26,24334.02
2023-06-16,Smartphones,Norte,25,973.06,24326.5
2023-06-17,Smartphones,Norte,19,876.6,16655.4
2023-06-18,Smartphones,Norte,17,1001.06,17018.02
2023-06-19,Smartphones,Norte,33,871.2,28749.6
2023-06-20,Smartphones,Norte,33,931.35,30734.55
2023-06-21,Smartphones,Norte,23,964.97,22194.31
2023-06-22,Smartphones,Norte,19,887.99,16871.81
2023-06-23,Smartphones,Norte,18,893.16,16076.88
2023-06-24,Smartphones,Norte,16,835.96,13375.36
2023-06-25,Smartphones,Norte,19,1049.09,19932.71
2023-06-26,Smartphones,Norte,24,887.3,21295.2
2023-06-27,Smartphones,Norte,25,961.03,24025.75
2023-06-28,Smartphones,Norte,22,865.39,19038.58
2023-06-29,Smartphones,Norte,20,834.44,16688.8
2023-06-30,Smartphones,Norte,18,869.07,15643.26
2023-07-01,Smartphones,Norte,20,905.99,18119.8
2023-07-02,Smartphones,Norte,26,903.33,23486.58
2023-07-03,Smartphones,Norte,28,868.52,24318.56
2023-07-04,Smartphones,Norte,24,877.79,21066.96
2023-07-05,Smartphones,Norte,19,904.68,17188.92
2023-07-06,Smartphones,Norte,20,862.91,17258.2
2023-07-07,Smartphones,Norte,18,877.22,15789.96
2023-07-08,Smartphones,Norte,19,849.66,16143.54
2023-07-09,Smartphones,Norte,23,934.04,21482.92
2023-07-10,Smartphones,Norte,27,839.38,22663.26
2023-07-11,Smartphones,Norte,26,884.94,23008.44
2023-07-12,Smartphones,Norte,25,922.89,23072.25
2023-07-13,Smartphones,Norte,20,926.34,18526.8
2023-07-14,Smartphones,Norte,19,847.83,16108.77
2023-07-15,Smartphones,Norte,19,934.39,17753.41
2023-07-16,Smartphones,Norte,21,920.42,19328.82
2023-07-17,Smartphones,Norte,26,929.38,24163.88
2023-07-18,Smartphones,Norte,20,894.43,17888.6
2023-07-19,Smartphones,Norte,23,919.78,21154.94
2023-07-20,Smartphones,Norte,18,926.72,16680.96
2023-07-21,Smartphones,Norte,12,1011.41,12136.92
2023-07-22,Smartphones,Norte,12,822.44,9869.28
2023-07-23,Smartphones,Norte,19,918.41,17449.79
2023-07-24,Smartphones,Norte,24,932.64,22383.36
2023-07-25,Smartphones,Norte,23,913.3,21005.9
2023-07-26,Smartphones,Norte,18,945.5,17019.0
2023-07-27,Smartphones,Norte,17,943.13,16033.21
2023-07-28,Smartphones,Norte,11,916.11,10077.21
2023-07-29,Smartphones,Norte,19,895.5,17014.5
2023-07-30,Smartphones,Norte,21,807.39,16955.19
2023-07-31,Smartphones,Norte,20,997.75,19955.0
2023-08-01,Smartphones,Norte,19,796.35,15130.65
2023-08-02,Smartphones,Norte,21,930.0,19530.0
2023-08-03,Smartphones,Norte,19,917.83,17438.77
2023-08-04,Smartphones,Norte,14,842.79,11799.06
2023-08-05,Smartphones,Norte,17,1004.32,17073.44
2023-08-06,Smartphones,Norte,22,943.29,20752.38
2023-08-07,Smartphones,Norte,27,916.46,24744.42
2023-08-08,Smartphones,Norte,21,844.36,17731.56
2023-08-09,Smartphones,Norte,19,972.25,18472.75
2023-08-10,Smartphones,Norte,17,975.33,16580.61
2023-08-11,Smartphones,Norte,10,910.34,9103.4
2023-08-12,Smartphones,Norte,16,986.07,15777.12
2023-08-13,Smartphones,Norte,16,912.89,14606.24
2023-08-14,Smartphones,Norte,23,920.77,21177.71
2023-08-15,Smartphones,Norte,19,900.25,17104.75
2023-08-16,Smartphones,Norte,23,936.77,21545.71
2023-08-17,Smartphones,Norte,15,927.9,13918.5
2023-08-18,Smartphones,Norte,15,878.46,13176.9
2023-08-19,Smartphones,Norte,14,850.67,11909.38
2023-08-20,Smartphones,Norte,13,892.82,11606.66
2023-08-21,Smartphones,Norte,18,934.41,16819.38
2023-08-22,Smartphones,Norte,17,893.57,15190.69
2023-08-23,Smartphones,Norte,18,859.29,15467.22
2023-08-24,Smartphones,Norte,12,897.88,10774.56
2023-08-25,Smartphones,Norte,9,848.24,7634.16
2023-08-26,Smartphones,Norte,17,876.11,14893.87
2023-08-27,Smartphones,Norte,18,819.13,14744.34
2023-08-28,Smartphones,Norte,19,906.39,17221.41
2023-08-29,Smartphones,Norte,18,936.22,16851.96
2023-08-30,Smartphones,Norte,21,902.28,18947.88
2023-08-31,Smartphones,Norte,11,918.71,10105.81
2023-09-01,Smartphones,Norte,17,907.86,15433.62
2023-09-02,Smartphones,Norte,15,922.09,13831.35
2023-09-03,Smartphones,Norte,15,927.53,13912.95
2023-09-04,Smartphones,Norte,19,928.48,17641.12
2023-09-05,Smartphones,Norte,21,952.32,19998.72
2023-09-06,Smartphones,Norte,20,827.73,16554.6
2023-09-07,Smartphones,Norte,17,935.36,15901.12
2023-09-08,Smartphones,Norte,15,890.16,13352.4
2023-09-09,Smartphones,Norte,14,878.61,12300.54
2023-09-10,Smartphones,Norte,18,812.99,14633.82
2023-09-11,Smartphones,Norte,18,828.64,14915.52
2023-09-12,Smartphones,Norte,16,877.39,14038.24
2023-09-13,Smartphones,Norte,24,862.61,20702.64
2023-09-14,Smartphones,Norte,17,944.81,16061.77
2023-09-15,Smartphones,Norte,11,933.15,10264.65
2023-09-16,Smartphones,Norte,13,967.64,12579.32
2023-09-17,Smartphones,Norte,13,893.1,11610.3
2023-09-18,Smartphones,Norte,18,929.46,16730.28
2023-09-19,Smartphones,Norte,23,829.14,19070.22
2023-09-20,Smartphones,Norte,12,1007.59,12091.08
2023-09-21,Smartphones,Norte,15,980.83,14712.45
2023-09-22,Smartphones,Norte,12,862.71,10352.52
2023-09-23,Smartphones,Norte,14,972.06,13608.84
2023-09-24,Smartphones,Norte,15,848.24,12723.6
2023-09-25,Smartphones,Norte,16,869.68,13914.88
2023-09-26,Smartphones,Norte,19,900.43,17108.17
2023-09-27,Smartphones,Norte,17,860.56,14629.52
2023-09-28,Smartphones,Norte,19,927.25,17617.75
2023-09-29,Smartphones,Norte,13,951.18,12365.34
2023-09-30,Smartphones,Norte,13,836.13,10869.69
2023-10-01,Smartphones,Norte,14,905.33,12674.62
2023-10-02,Smartphones,Norte,22,855.44,18819.68
2023-10-03,Smartphones,Norte,15,912.36,13685.4
2023-10-04,Smartphones,Norte,19,913.42,17354.98
2023-10-05,Smartphones,Norte,19,871.33,16555.27
2023-10-06,Smartphones,Norte,14,892.61,12496.54
2023-10-07,Smartphones,Norte,14,904.65,12665.1
2023-10-08,Smartphones,Norte,18,869.21,15645.78
2023-10-09,Smartphones,Norte,21,824.65,17317.65
2023-10-10,Smartphones,Norte,19,934.91,17763.29
2023-10-11,Smartphones,Norte,21,934.58,19626.18
2023-10-12,Smartphones,Norte,16,932.5,14920.0
2023-10-13,Smartphones,Norte,15,855.32,12829.8
2023-10-14,Smartphones,Norte,13,889.53,11563.89
2023-10-15,Smartphones,Norte,18,826.62,14879.16
2023-10-16,Smartphones,Norte,21,993.87,20871.27
2023-10-17,Smartphones,Norte,20,840.21,16804.2
2023-10-18,Smartphones,Norte,17,956.33,16257.61
2023-10-19,Smartphones,Norte,12,865.07,10380.84
2023-10-20,Smartphones,Norte,18,913.62,16445.16
2023-10-21,Smartphones,Norte,17,888.44,15103.48
2023-10-22,Smartphones,Norte,21,882.65,18535.65
2023-10-23,Smartphones,Norte,23,918.29,21120.67
2023-10-24,Smartphones,Norte,23,875.17,20128.91
2023-10-25,Smartphones,Norte,26,827.39,21512.14
2023-10-26,Smartphones,Norte,18,892.54,16065.72
2023-10-27,Smartphones,Norte,17,950.15,16152.55
2023-10-28,Smartphones,Norte,16,900.74,14411.84
2023-10-29,Smartphones,Norte,24,857.7,20584.8
2023-10-30,Smartphones,Norte,16,1024.43,16390.88
2023-10-31,Smartphones,Norte,17,900.37,15306.29
2023-11-01,Smartphones,Norte,21,861.73,18096.33
2023-11-02,Smartphones,Norte,15,996.67,14950.05
2023-11-03,Smartphones,Norte,21,822.06,17263.26
2023-11-04,Smartphones,Norte,14,858.05,12012.7
2023-11-05,Smartphones,Norte,24,945.97,22703.28
2023-11-06,Smartphones,Norte,22,857.31,18860.82
2023-11-07,Smartphones,Norte,22,932.88,20523.36
2023-11-08,Smartphones,Norte,27,938.62,25342.74
2023-11-09,Smartphones,Norte,16,993.08,15889.28
2023-11-10,Smartphones,Norte,22,947.83,20852.26
2023-11-11,Smartphones,Norte,20,879.39,17587.8
2023-11-12,Smartphones,Norte,19,866.86,16470.34
2023-11-13,Smartphones,Norte,23,852.48,19607.04
2023-11-14,Smartphones,Norte,34,849.76,28891.84
2023-11-15,Smartphones,Norte,40,917.73,36709.2
2023-11-16,Smartphones,Norte,43,820.02,35260.86
2023-11-17,Smartphones,Norte,31,907.25,28124.75
2023-11-18,Smartphones,Norte,42,813.19,34153.98
2023-11-19,Smartphones,Norte,38,911.57,34639.66
2023-11-20,Smartphones,Norte,52,875.36,45518.72
2023-11-21,Smartphones,Norte,46,928.48,42710.08
2023-11-22,Smartphones,Norte,49,778.44,38143.56
2023-11-23,Smartphones,Norte,34,942.6,32048.4
2023-11-24,Smartphones,Norte,31,900.48,27914.88
2023-11-25,Smartphones,Norte,40,878.92,35156.8
2023-11-26,Smartphones,Norte,48,923.54,44329.92
2023-11-27,Smartphones,Norte,47,920.04,43241.88
2023-11-28,Smartphones,Norte,41,838.02,34358.82
2023-11-29,Smartphones,Norte,47,907.07,42632.29
2023-11-30,Smartphones,Norte,38,932.95,35452.1
2023-12-01,Smartphones,Norte,26,828.31,21536.06
2023-12-02,Smartphones,Norte,31,909.18,28184.58
2023-12-03,Smartphones,Norte,32,954.19,30534.08
2023-12-04,Smartphones,Norte,38,907.69,34492.22
2023-12-05,Smartphones,Norte,40,878.84,35153.6
2023-12-06,Smartphones,Norte,38,838.38,31858.44
2023-12-07,Smartphones,Norte,44,850.51,37422.44
2023-12-08,Smartphones,Norte,31,881.77,27334.87
2023-12-09,Smartphones,Norte,35,934.95,32723.25
2023-12-10,Smartphones,Norte,39,926.68,36140.52
2023-12-11,Smartphones,Norte,54,881.99,47627.46
2023-12-12,Smartphones,Norte,49,862.79,42276.71
2023-12-13,Smartphones,Norte,56,872.5,48860.0
2023-12-14,Smartphones,Norte,27,951.98,25703.46
2023-12-15,Smartphones,Norte,35,831.27,29094.45
2023-12-16,Smartphones,Norte,33,900.72,29723.76
2023-12-17,Smartphones,Norte,41,875.45,35893.45
2023-12-18,Smartphones,Norte,54,928.63,50146.02
2023-12-19,Smartphones,Norte,47,888.86,41776.42
2023-12-20,Smartphones,Norte,51,841.56,42919.56
2023-12-21,Smartphones,Norte,44,969.18,42643.92
2023-12-22,Smartphones,Norte,27,907.8,24510.6
2023-12-23,Smartphones,Norte,30,905.19,27155.7
2023-12-24,Smartphones,Norte,44,835.0,36740.0
2023-12-25,Smartphones,Norte,24,883.11,21194.64
2023-12-26,Smartphones,Norte,28,864.74,24212.72
2023-12-27,Smartphones,Norte,32,893.69,28598.08
2023-12-28,Smartphones,Norte,25,813.18,20329.5
2023-12-29,Smartphones,Norte,27,903.44,24392.88
2023-12-30,Smartphones,Norte,26,935.1,24312.6
2023-12-31,Smartphones,Norte,28,872.97,24443.16
2024-01-01,Smartphones,Norte,37,909.94,33667.78
2024-01-02,Smartphones,Norte,32,850.99,27231.68
2024-01-03,Smartphones,Norte,38,973.44,36990.72
2024-01-04,Smartphones,Norte,20,851.79,17035.8
2024-01-05,Smartphones,Norte,24,889.23,21341.52
2024-01-06,Smartphones,Norte,25,861.58,21539.5
2024-01-07,Smartphones,Norte,29,855.73,24816.17
2024-01-08,Smartphones,Norte,31,969.26,30047.06
2024-01-09,Smartphones,Norte,48,964.39,46290.72
2024-01-10,Smartphones,Norte,40,875.88,35035.2
2024-01-11,Smartphones,Norte,31,1052.5,32627.5
2024-01-12,Smartphones,Norte,22,948.5,20867.0
2024-01-13,Smartphones,Norte,32,944.67,30229.44
2024-01-14,Smartphones,Norte,27,899.37,24282.99
2024-01-15,Smartphones,Norte,35,952.68,33343.8
2024-01-16,Smartphones,Norte,39,904.74,35284.86
2024-01-17,Smartphones,Norte,28,854.75,23933.0
2024-01-18,Smartphones,Norte,26,898.21,23353.46
2024-01-19,Smartphones,Norte,33,879.21,29013.93
2024-01-20,Smartphones,Norte,32,843.7,26998.4
2024-01-21,Smartphones,Norte,41,944.79,38736.39
2024-01-22,Smartphones,Norte,37,907.18,33565.66
2024-01-23,Smartphones,Norte,39,896.26,34954.14
2024-01-24,Smartphones,Norte,37,978.27,36195.99
2024-01-25,Smartphones,Norte,29,907.15,26307.35
2024-01-26,Smartphones,Norte,24,955.33,22927.92
2024-01-27,Smartphones,Norte,38,852.34,32388.92
2024-01-28,Smartphones,Norte,30,864.35,25930.5
2024-01-29,Smartphones,Norte,38,899.94,34197.72
2024-01-30,Smartphones,Norte,40,904.28,36171.2
2024-01-31,Smartphones,Norte,39,913.34,35620.26
2024-02-01,Smartphones,Norte,33,945.08,31187.64
2024-02-02,Smartphones,Norte,29,1062.82,30821.78
2024-02-03,Smartphones,Norte,32,827.38,26476.16
2024-02-04,Smartphones,Norte,37,872.43,32279.91
2024-02-05,Smartphones,Norte,39,918.0,35802.0
2024-02-06,Smartphones,Norte,35,987.84,34574.4
2024-02-07,Smartphones,Norte,41,889.78,36480.98
2024-02-08,Smartphones,Norte,31,898.99,27868.69
2024-02-09,Smartphones,Norte,35,881.46,30851.1
2024-02-10,Smartphones,Norte,30,923.75,27712.5
2024-02-11,Smartphones,Norte,28,898.59,25160.52
2024-02-12,Smartphones,Norte,47,936.67,44023.49
2024-02-13,Smartphones,Norte,47,955.01,44885.47
2024-02-14,Smartphones,Norte,42,882.75,37075.5
2024-02-15,Smartphones,Norte,28,942.87,26400.36
2024-02-16,Smartphones,Norte,31,866.07,26848.17
2024-02-17,Smartphones,Norte,30,909.79,27293.7
2024-02-18,Smartphones,Norte,43,869.59,37392.37
2024-02-19,Smartphones,Norte,49,825.11,40430.39
2024-02-20,Smartphones,Norte,43,941.25,40473.75
2024-02-21,Smartphones,Norte,41,853.77,35004.57
2024-02-22,Smartphones,Norte,31,866.56,26863.36
2024-02-23,Smartphones,Norte,26,883.66,22975.16
2024-02-24,Smartphones,Norte,33,985.41,32518.53
2024-02-25,Smartphones,Norte,38,973.03,36975.14
2024-02-26,Smartphones,Norte,51,824.31,42039.81
2024-02-27,Smartphones,Norte,44,844.25,37147.0
2024-02-28,Smartphones,Norte,38,984.42,37407.96
2024-02-29,Smartphones,Norte,31,998.35,30948.85
2024-03-01,Smartphones,Norte,36,921.53,33175.08
2024-03-02,Smartphones,Norte,32,906.17,28997.44
2024-03-03,Smartphones,Norte,32,897.19,28710.08
2024-03-04,Smartphones,Norte,43,890.13,38275.59
2024-03-05,Smartphones,Norte,40,843.84,33753.6
2024-03-06,Smartphones,Norte,42,937.23,39363.66
2024-03-07,Smartphones,Norte,28,857.58,24012.24
2024-03-08,Smartphones,Norte,32,929.39,29740.48
2024-03-09,Smartphones,Norte,33,901.55,29751.15
2024-03-10,Smartphones,Norte,44,949.27,41767.88
2024-03-11,Smartphones,Norte,37,869.15,32158.55
2024-03-12,Smartphones,Norte,44,842.57,37073.08
2024-03-13,Smartphones,Norte,34,854.48,29052.32
2024-03-14,Smartphones,Norte,31,899.03,27869.93
2024-03-15,Smartphones,Norte,27,893.01,24111.27
2024-03-16,Smartphones,Norte,27,842.29,22741.83
2024-03-17,Smartphones,Norte,46,876.01,40296.46
2024-03-18,Smartphones,Norte,31,903.54,28009.74
2024-03-19,Smartphones,Norte,35,931.81,32613.35
2024-03-20,Smartphones,Norte,31,898.97,27868.07
2024-03-21,Smartphones,Norte,34,931.57,31673.38
2024-03-22,Smartphones,Norte,29,901.9,26155.1
2024-03-23,Smartphones,Norte,30,902.16,27064.8
2024-03-24,Smartphones,Norte,38,922.51,35055.38
2024-03-25,Smartphones,Norte,45,846.35,38085.75
2024-03-26,Smartphones,Norte,27,984.91,26592.57
2024-03-27,Smartphones,Norte,35,903.49,31622.15
2024-03-28,Smartphones,Norte,28,896.04,25089.12
2024-03-29,Smartphones,Norte,24,911.21,21869.04
2024-03-30,Smartphones,Norte,33,951.27,31391.91
2024-03-31,Smartphones,Norte,32,918.72,29399.04
2024-04-01,Smartphones,Norte,40,928.67,37146.8
2024-04-02,Smartphones,Norte,48,904.0,43392.0
2024-04-03,Smartphones,Norte,50,851.35,42567.5
2024-04-04,Smartphones,Norte,27,783.19,21146.13
2024-04-05,Smartphones,Norte,33,937.33,30931.89
2024-04-06,Smartphones,Norte,30,945.41,28362.3
2024-04-07,Smartphones,Norte,37,846.09,31305.33
2024-04-08,Smartphones,Norte,46,840.74,38674.04
2024-04-09,Smartphones,Norte,40,847.32,33892.8
2024-04-10,Smartphones,Norte,38,871.15,33103.7
2024-04-11,Smartphones,Norte,36,857.05,30853.8
2024-04-12,Smartphones,Norte,28,903.43,25296.04
2024-04-13,Smartphones,Norte,31,904.92,28052.52
2024-04-14,Smartphones,Norte,30,899.49,26984.7
2024-04-15,Smartphones,Norte,28,873.49,24457.72
2024-04-16,Smartphones,Norte,42,855.97,35950.74
2024-04-17,Smartphones,Norte,34,830.18,28226.12
2024-04-18,Smartphones,Norte,34,870.75,29605.5
2024-04-19,Smartphones,Norte,31,924.91,28672.21
2024-04-20,Smartphones,Norte,27,823.41,22232.07
2024-04-21,Smartphones,Norte,47,893.2,41980.4
2024-04-22,Smartphones,Norte,35,848.7,29704.5
2024-04-23,Smartphones,Norte,33,837.77,27646.41
2024-04-24,Smartphones,Norte,42,939.83,39472.86
2024-04-25,Smartphones,Norte,34,951.83,32362.22
2024-04-26,Smartphones,Norte,25,918.92,22973.0
2024-04-27,Smartphones,Norte,30,842.95,25288.5
2024-04-28,Smartphones,Norte,35,934.13,32694.55
2024-04-29,Smartphones,Norte,39,929.97,36268.83
2024-04-30,Smartphones,Norte,39,986.52,38474.28
2024-05-01,Smartphones,Norte,30,872.62,26178.6
2024-05-02,Smartphones,Norte,32,913.59,29234.88
2024-05-03,Smartphones,Norte,26,856.64,22272.64
2024-05-04,Smartphones,Norte,28,811.24,22714.72
2024-05-05,Smartphones,Norte,37,814.29,30128.73
2024-05-06,Smartphones,Norte,46,899.42,41373.32
2024-05-07,Smartphones,Norte,40,863.47,34538.8
2024-05-08,Smartphones,Norte,32,920.31,29449.92
2024-05-09,Smartphones,Norte,27,925.99,25001.73
2024-05-10,Smartphones,Norte,21,897.77,18853.17
2024-05-11,Smartphones,Norte,34,827.27,28127.18
2024-05-12,Smartphones,Norte,29,852.73,24729.17
2024-05-13,Smartphones,Norte,27,907.74,24508.98
2024-05-14,Smartphones,Norte,35,912.26,31929.1
2024-05-15,Smartphones,Norte,33,912.9,30125.7
2024-05-16,Smartphones,Norte,30,936.15,28084.5
2024-05-17,Smartphones,Norte,24,886.31,21271.44
2024-05-18,Smartphones,Norte,23,906.6,20851.8
2024-05-19,Smartphones,Norte,30,922.28,27668.4
2024-05-20,Smartphones,Norte,33,940.72,31043.76
2024-05-21,Smartphones,Norte,31,896.57,27793.67
2024-05-22,Smartphones,Norte,35,895.0,31325.0
2024-05-23,Smartphones,Norte,33,911.03,30063.99
2024-05-24,Smartphones,Norte,34,899.28,30575.52
2024-05-25,Smartphones,Norte,28,884.91,24777.48
2024-05-26,Smartphones,Norte,31,868.62,26927.22
2024-05-27,Smartphones,Norte,42,819.87,34434.54
2024-05-28,Smartphones,Norte,38,921.23,35006.74
2024-05-29,Smartphones,Norte,40,918.08,36723.2
2024-05-30,Smartphones,Norte,25,909.06,22726.5
2024-05-31,Smartphones,Norte,23,915.64,21059.72
2024-06-01,Smartphones,Norte,28,889.73,24912.44
2024-06-02,Smartphones,Norte,33,981.38,32385.54
2024-06-03,Smartphones,Norte,32,937.06,29985.92
2024-06-04,Smartphones,Norte,29,984.67,28555.43
2024-06-05,Smartphones,Norte,23,867.54,19953.42
2024-06-06,Smartphones,Norte,31,894.74,27736.94
2024-06-07,Smartphones,Norte,22,894.74,19684.28
2024-06-08,Smartphones,Norte,24,962.59,23102.16
2024-06-09,Smartphones,Norte,33,804.34,26543.22
2024-06-10,Smartphones,Norte,33,925.07,30527.31
2024-06-11,Smartphones,Norte,31,907.17,28122.27
2024-06-12,Smartphones,Norte,27,947.02,25569.54
2024-06-13,Smartphones,Norte,27,874.83,23620.41
2024-06-14,Smartphones,Norte,27,821.85,22189.95
2024-06-15,Smartphones,Norte,29,985.21,28571.09
2024-06-16,Smartphones,Norte,34,899.49,30582.66
2024-06-17,Smartphones,Norte,25,943.01,23575.25
2024-06-18,Smartphones,Norte,29,886.16,25698.64
2024-06-19,Smartphones,Norte,25,951.25,23781.25
2024-06-20,Smartphones,Norte,25,934.86,23371.5
2024-06-21,Smartphones,Norte,28,955.04,26741.12
2024-06-22,Smartphones,Norte,21,885.25,18590.25
2024-06-23,Smartphones,Norte,27,960.98,25946.46
2024-06-24,Smartphones,Norte,32,923.87,29563.84
2024-06-25,Smartphones,Norte,26,818.48,21280.48
2024-06-26,Smartphones,Norte,30,961.5,28845.0
2024-06-27,Smartphones,Norte,24,926.18,22228.32
2024-06-28,Smartphones,Norte,17,886.79,15075.43
2024-06-29,Smartphones,Norte,21,894.26,18779.46
2024-06-30,Smartphones,Norte,28,854.89,23936.92
2024-07-01,Smartphones,Norte,24,906.87,21764.88
2024-07-02,Smartphones,Norte,31,925.12,28678.72
2024-07-03,Smartphones,Norte,24,905.34,21728.16
2024-07-04,Smartphones,Norte,16,910.59,14569.44
2024-07-05,Smartphones,Norte,17,875.61,14885.37
2024-07-06,Smartphones,Norte,16,858.75,13740.0
2024-07-07,Smartphones,Norte,22,901.68,19836.96
2024-07-08,Smartphones,Norte,29,911.83,26443.07
2024-07-09,Smartphones,Norte,25,881.69,22042.25
2024-07-10,Smartphones,Norte,23,921.46,21193.58
2024-07-11,Smartphones,Norte,22,939.06,20659.32
2024-07-12,Smartphones,Norte,19,944.01,17936.19
2024-07-13,Smartphones,Norte,20,878.22,17564.4
2024-07-14,Smartphones,Norte,18,825.39,14857.02
2024-07-15,Smartphones,Norte,26,919.61,23909.86
2024-07-16,Smartphones,Norte,22,887.2,19518.4
2024-07-17,Smartphones,Norte,24,901.2,21628.8
2024-07-18,Smartphones,Norte,18,878.39,15811.02
2024-07-19,Smartphones,Norte,18,973.66,17525.88
2024-07-20,Smartphones,Norte,24,881.37,21152.88
2024-07-21,Smartphones,Norte,17,984.38,16734.46
2024-07-22,Smartphones,Norte,25,935.17,23379.25
2024-07-23,Smartphones,Norte,23,947.44,21791.12
2024-07-24,Smartphones,Norte,26,894.23,23249.98
2024-07-25,Smartphones,Norte,22,862.64,18978.08
2024-07-26,Smartphones,Norte,17,931.63,15837.71
2024-07-27,Smartphones,Norte,18,915.56,16480.08
2024-07-28,Smartphones,Norte,22,877.41,19303.02
2024-07-29,Smartphones,Norte,28,932.08,26098.24
2024-07-30,Smartphones,Norte,21,926.53,19457.13
2024-07-31,Smartphones,Norte,17,822.58,13983.86
2024-08-01,Smartphones,Norte,16,927.94,14847.04
2024-08-02,Smartphones,Norte,18,943.49,16982.82
2024-08-03,Smartphones,Norte,21,831.57,17462.97
2024-08-04,Smartphones,Norte,24,988.0,23712.0
2024-08-05,Smartphones,Norte,22,963.14,21189.08
2024-08-06,Smartphones,Norte,25,822.72,20568.0
2024-08-07,Smartphones,Norte,19,883.91,16794.29
2024-08-08,Smartphones,Norte,19,859.83,16336.77
2024-08-09,Smartphones,Norte,18,846.64,15239.52
2024-08-10,Smartphones,Norte,16,914.16,14626.56
2024-08-11,Smartphones,Norte,21,906.74,19041.54
2024-08-12,Smartphones,Norte,20,859.08,17181.6
2024-08-13,Smartphones,Norte,20,864.27,17285.4
2024-08-14,Smartphones,Norte,24,900.54,21612.96
2024-08-15,Smartphones,Norte,16,918.53,14696.48
2024-08-16,Smartphones,Norte,15,862.87,12943.05
2024-08-17,Smartphones,Norte,12,903.15,10837.8
2024-08-18,Smartphones,Norte,21,924.88,19422.48
2024-08-19,Smartphones,Norte,26,941.26,24472.76
2024-08-20,Smartphones,Norte,26,913.28,23745.28
2024-08-21,Smartphones,Norte,26,907.22,23587.72
2024-08-22,Smartphones,Norte,18,889.26,16006.68
2024-08-23,Smartphones,Norte,17,881.65,14988.05
2024-08-24,Smartphones,Norte,21,908.06,19069.26
2024-08-25,Smartphones,Norte,19,904.31,17181.89
2024-08-26,Smartphones,Norte,18,918.61,16534.98
2024-08-27,Smartphones,Norte,24,865.61,20774.64
2024-08-28,Smartphones,Norte,23,928.86,21363.78
2024-08-29,Smartphones,Norte,14,831.65,11643.1
2024-08-30,Smartphones,Norte,20,930.72,18614.4
2024-08-31,Smartphones,Norte,18,890.47,16028.46
2024-09-01,Smartphones,Norte,23,849.13,19529.99
2024-09-02,Smartphones,Norte,18,849.4,15289.2
2024-09-03,Smartphones,Norte,26,924.73,24042.98
2024-09-04,Smartphones,Norte,26,905.62,23546.12
2024-09-05,Smartphones,Norte,14,909.29,12730.06
2024-09-06,Smartphones,Norte,14,891.45,12480.3
2024-09-07,Smartphones,Norte,18,881.71,15870.78
2024-09-08,Smartphones,Norte,15,905.41,13581.15
2024-09-09,Smartphones,Norte,25,898.45,22461.25
2024-09-10,Smartphones,Norte,21,865.66,18178.86
2024-09-11,Smartphones,Norte,20,824.48,16489.6
2024-09-12,Smartphones,Norte,14,868.43,12158.02
2024-09-13,Smartphones,Norte,16,906.89,14510.24
2024-09-14,Smartphones,Norte,14,937.21,13120.94
2024-09-15,Smartphones,Norte,19,810.04,15390.76
2024-09-16,Smartphones,Norte,20,877.35,17547.0
2024-09-17,Smartphones,Norte,22,909.48,20008.56
2024-09-18,Smartphones,Norte,18,905.38,16296.84
2024-09-19,Smartphones,Norte,13,902.28,11729.64
2024-09-20,Smartphones,Norte,15,876.24,13143.6
2024-09-21,Smartphones,Norte,14,864.85,12107.9
2024-09-22,Smartphones,Norte,23,920.02,21160.46
2024-09-23,Smartphones,Norte,24,910.18,21844.32
2024-09-24,Smartphones,Norte,24,896.49,21515.76
2024-09-25,Smartphones,Norte,20,989.88,19797.6
2024-09-26,Smartphones,Norte,17,954.62,16228.54
2024-09-27,Smartphones,Norte,19,922.06,17519.14
2024-09-28,Smartphones,Norte,17,941.54,16006.18
2024-09-29,Smartphones,Norte,20,929.08,18581.6
2024-09-30,Smartphones,Norte,24,887.63,21303.12
2024-10-01,Smartphones,Norte,22,849.89,18697.58
2024-10-02,Smartphones,Norte,18,943.36,16980.48
2024-10-03,Smartphones,Norte,19,899.33,17087.27
2024-10-04,Smartphones,Norte,19,940.5,17869.5
